id;question;mediaReference;points;typeId;correctAnswerId
2769;Który z wymienionych czynników, może spowodować szybsze zużywanie się opon na kołach przednich w samochodzie osobowym?;Slajd324_cen_1024x576.jpg;1;2;6611
2770;W jaki sposób oświetlają drogę przed samochodem osobowym światła mijania?;Slajd426_cen_1024x576.jpg;1;2;6615
2771;W którym z wymienionych przypadków, masz obowiązek wymienić oponę na nową w samochodzie osobowym?;wymiana_kola_1024x576.jpg;1;2;6618
2772;Czy w tej sytuacji policjant kierujący ruchem umożliwia Ci wykonanie manewru skrętu w lewo na skrzyżowaniu?;PICT_228_1024x576.wmv;3;1;6619
2773;Czy prawo jazdy kat. B uprawnia do kierowania motorowerem lub czterokołowcem lekkim?;Slajd6223_cen_1024x576.jpg;1;2;6622
2774;Czy podczas holowania motocykla powinny być sprawne w nim dwa układy hamulcowe?;;2;2;6625
2775;Czy w tej sytuacji masz pierwszeństwo przed nadjeżdżającym z lewej strony rowerzystą?;1_1210ztV.wmv;2;1;6628
2776;Czy ten znak ostrzega o niebezpieczeństwie?;1_1262ztV.wmv;2;1;6629
2777;Czy ten znak ostrzega o mogącym występować na drodze oszronieniu jezdni lub gołoledzi?;1_1313ztV.wmv;2;1;6631
2778;Czy w tej sytuacji znajdujesz się na drodzę z pierwszeństwem?;1_1454ztV.wmv;2;1;6633
2779;Czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustalone znakami drogowymi?;1_1454ztV.wmv;2;1;6635
2780;Czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej występującej z lewej strony?;1_1454ztV.wmv;2;1;6638
2781;Czy w tej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania z drogą podporządkowaną?;1_1454ztV.wmv;2;1;6639
2782;Czy ten znak ostrzega o zbliżaniu się do skrzyżowania z drogą podporządkowaną znajdującą się po lewej stronie?;1_1454ztV.wmv;2;1;6641
2783;Czy w tej sytuacji jesteś ostrzegany o miejscu na drodze szczególnie uczęszczanym przez dzieci lub o bliskości takiego miejsca?;1_1464ztV.wmv;2;1;6643
2784;Czy w tej sytuacji jesteś ostrzegany o wyznaczonym na drodze przejściu dla pieszych?;1_1464ztV.wmv;2;1;6646
2785;Czy w tej sytuacji jesteś ostrzegany o występującym po obu stronach jezdni zwężeniu, które może powodować utrudnienia ruchu?;1_1472ztV.wmv;2;1;6647
2786;Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?;1_1472ztV.wmv;2;1;6649
2787;Czy na najbliższym skrzyżowaniu musisz ustąpić pierwszeństwa wszystkim pojazdom nadjeżdżającym z prawej strony?;1_1474ztV.wmv;2;1;6652
2788;Czy za widocznym znakiem możesz się spodziewać trzech niebezpiecznych zakrętów w lewo?;1_1475ztV.wmv;2;1;6653
2789;Czy w tej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?;1_1501ztV.wmv;2;1;6655
2790;Czy w tej sytuacji zbliżasz się do drogi z pierwszeństwem przejazdu?;1_1517ztV.wmv;2;1;6657
2791;Czy w tej sytuacji zbliżasz się do skrzyżowania o ruchu okrężnym?;1_1519ztV.wmv;2;1;6659
2792;"Czy w tej sytuacji musisz zatrzymać się dokładnie przed znakiem pionowym ""Stop""?";1_1518ztV.wmv;3;1;6662
2793;Czy wolno Ci kontynuować jazdę w prawo bez zatrzymania?;1_1518ztV.wmv;3;1;6664
2794;Czy w tej sytuacji wolno Ci skręcić w prawo na najbliższym skrzyżowaniu?;1_1461ztV.wmv;3;1;6666
2795;Czy w tej sytuacji wolno Ci skręcić w lewo bez zatrzymania się?;1_1470ztV.wmv;3;1;6668
2796;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;1_1261ztV.wmv;3;1;6670
2797;Czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową?;1_1337ztV.wmv;3;1;6672
2798;Czy na najbliższym skrzyżowaniu ruch odbywa się dookoła wyspy w obu kierunkach?;1_1374ztV.wmv;3;1;6674
2799;Czy zgodnie z wskazanym z prawej strony znakiem pionowym, masz obowiązek kontynuować jazdę prosto na najbliższym skrzyżowaniu?;1_1509ztV.wmv;3;1;6675
2800;Czy widoczny znak informuje Cię, że wjeżdżasz na drogę jednokierunkową?;1_1509ztV.wmv;3;1;6678
2801;Czy widoczny znak oznacza koniec autostrady?;1_1513ztV.wmv;1;1;6680
2802;Czy widoczny znak oznacza koniec drogi ekspresowej?;1_1515ztV.wmv;1;1;6681
2803;Czy za widocznym znakiem urządzenia wymuszające powolną jazdę mogą nie być oznakowane znakami ostrzegawczymi?;1_1459ztV.wmv;1;1;6683
2804;Czy ten znak oznacza koniec drogi ekspresowej?;1_1326ztV.wmv;1;1;6686
2805;Czy w tej sytuacji wolno Ci zaparkować pojazd po lewej stronie drogi?;1_1295ztV.wmv;1;1;6687
2806;Czy z pasa który zajmujesz wolno Ci skręcić w lewo na najbliższym skrzyżowaniu?;1_1341ztV.wmv;1;1;6690
2807;Czy widoczny znak ostrzega Cię o miejscu wyjazdu pojazdów uprzywilejowanych?;1_1462ztV.wmv;1;1;6692
2808;Czy widoczny znak informuje o wskazanym na znaku obiekcie znajdującym się przy drodze?;1_1462ztV.wmv;1;1;6693
2809;Czy w tej sytuacji jesteś ostrzegany o trzech niebezpiecznych zakrętach?;1_1475ztV.wmv;1;1;6695
2810;Czy w tej sytuacji skręcając w lewo masz zawsze pierwszeństwo na tym skrzyżowaniu?;1_1480ztV.wmv;1;1;6698
2811;Czy w tej sytuacji zbliżasz się do skrzyżowania drogą z pierwszeństwem przejazdu?;1_1480ztV.wmv;1;1;6699
2812;Czy jadąc samochodem osobowym wolno Ci skręcić w prawo za tym znakiem?;1_1489ztV.wmv;1;1;6701
2813;Czy zbliżasz się do skrzyżowania drogą z pierwszeństwem przejazdu?;1_1493ztV.wmv;1;1;6703
2814;Czy w tej sytuacji bezpośrednio za widocznym znakiem kończy się droga ekspresowa?;1_1513ztV.wmv;1;1;6706
2815;Czy w tej sytuacji zbliżasz się do przejazdu kolejowego?;1_1516ztV.wmv;1;1;6708
2816;Czy w tej sytuacji wolno Ci zawrócić?;1_1457ztV.wmv;1;1;6710
2817;Czy widoczna linia podwójna ciągła rozdziela pasy ruchu przeznaczone dla ruchu o tym samym kierunku jazdy?;1_1457ztV.wmv;1;1;6712
2818;Czy w tej sytuacji masz prawo kontynuować jazdę lewym pasem ruchu, jeśli prawy pas jest wolny?;1_1287ztV.wmv;1;1;6713
2819;Czy w tej sytuacji jedziesz drogą jednokierunkową?;1_1302ztV.wmv;1;1;6716
2820;Czy w tej sytuacji jedziesz jezdnią o dwóch pasach ruchu?;1_1512ztV.wmv;1;1;6717
2821;Czy w tej sytuacji masz prawo kontynuować jazdę bez zatrzymania się?;1_1201ztV.wmv;1;1;6719
2822;Czy masz obowiązek zachować bezpieczny odstęp od wyprzedzanego pojazdu?;1_1334ztV.wmv;3;1;6721
2823;Czy w tej sytuacji zamierzając wrócić na prawy pas masz obowiązek sygnalizować ten zamiar prawym kierunkowskazem?;1_1336ztV.wmv;3;1;6723
2824;Czy postój w tym miejscu jest dozwolony?;1_1338ztV.wmv;2;1;6726
2825;Czy zatrzymanie w tym miejscu jest dozwolone?;1_1338ztV.wmv;2;1;6728
2826;Czy w tej sytuacji należy zatrzymać się przed widoczną linią bezwzględnego zatrzymania - stop?;1_1358ztV.wmv;3;1;6730
2827;Czy w tej sytuacji wolno Ci użyć sygnału dźwiękowego?;1_1359ztV.wmv;2;1;6732
2828;Zamierzasz skręcić w prawo. Czy musisz sygnalizować zamiar tego manewru prawym kierunkowskazem?;1_1366ztV.wmv;3;1;6733
2829;Czy na widocznym przejściu dla pieszych wyprzedzanie jest dozwolone?;1_1370ztV.wmv;3;1;6736
2830;Czy w tej sytuacji wolno Ci zatrzymać pojazd na poboczu?;1_1456ztV.wmv;2;1;6738
2831;Czy wolno Ci wjechać na przejazd kolejowy, jeżeli podnoszenie zapór nie zostało zakończone?;1_1483ztV.wmv;3;1;6740
2832;Czy zamierzając skręcić w lewo na najbliższym skrzyżowaniu musisz sygnalizować ten manewr kierunkowskazem?;1_1524ztV.wmv;3;1;6741
2833;Czy w tej sytuacji skręcając w lewo masz pierwszeństwo przed pojazdem jadącym z przeciwka na wprost?;1_1465ztV.wmv;3;1;6744
2834;Czy w tej sytuacji masz obowiązek obserwować zachowania rowerzysty?;1_1466ztV.wmv;3;1;6745
2835;Czy w tej sytuacji powinieneś ustąpić pierwszeństwa pieszemu?;1_1486ztV.wmv;3;1;6747
2836;Czy w tej sytuacji masz prawo przekroczyć dopuszczalną prędkość, by jak najszybciej zakończyć manewr wyprzedzania?;1_1496ztV.wmv;3;1;6750
2837;Czy w tej sytuacji zatrzymanie przy prawej krawędzi jezdni jest dozwolone?;1_1502ztV.wmv;2;1;6752
2838;Czy w tej sytuacji wolno Ci zawrócić?;1_1502ztV.wmv;2;1;6754
2839;Czy w tej sytuacji masz prawo kontynuować jazdę lewym pasem ruchu?;1_1503ztV.wmv;2;1;6756
2840;Czy w tej sytuacji musisz zachować szczególną ostrożność?;1_1505ztV.wmv;2;1;6758
2841;Czy w tej sytuacji wolno Ci zaparkować pojazd na poboczu?;1_1506ztV.wmv;2;1;6760
2842;Czy kierujący pojazdem zaprzęgowym jest obowiązany zawsze poruszać się po poboczu?;1580ztV_2.wmv;2;1;6762
2843;Czy w tej sytuacji masz obowiązek zachować bezpieczny odstęp od wymijanego pojazdu zaprzęgowego?;1581ztV_2.wmv;2;1;6763
2844;Zamierzasz skręcić w prawo, a kierujący nadjeżdżający z przeciwka planuje skręcić w lewo. Czy masz pierwszeństwo?;1583ztV_2.wmv;3;1;6765
2845;Zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz przed nim pierwszeństwo?;1584ztV_2.wmv;3;1;6768
2846;Zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz obowiązek ustąpić mu pierwszeństwa?;1584ztV_2.wmv;3;1;6769
2847;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;1586ztV_2.wmv;3;1;6772
2848;Czy w tej sytuacji wolno Ci jechać na wprost przez skrzyżowanie?;1587ztV_2.wmv;3;1;6774
2849;Czy w tej sytuacji, kierując samochodem osobowym, wolno Ci kontynuować jazdę na wprost?;1589ztV_2.wmv;3;1;6775
2850;Kierujesz samochodem osobowym z przyczepą lekką. Czy wolno Ci wjechać na drogę za widocznym znakiem zakazu?;1589ztV_2.wmv;3;1;6777
2851;Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo.  Czy masz przed nim pierwszeństwo?;1590ztV_2.wmv;3;1;6779
2852;"Czy przed znakiem ""Pierwszeństwo dla nadjeżdżających z przeciwka"" należy się zatrzymać w każdej sytuacji?";1591ztV_2.wmv;3;1;6782
2853;Czy w tej sytuacji poruszasz się drogą z pierwszeństwem przejazdu?;1593ztV_2.wmv;1;1;6783
2854;Czy w tej sytuacji prawy skrajny pasu ruchu przeznaczony jest tylko dla pojazdów szynowych?;1596ztV_2.wmv;1;1;6786
2855;Czy w tej sytuacji widoczny znak po prawej informuje Cię, że zbliżasz się do przystanku tramwajowego?;1596ztV_2.wmv;1;1;6788
2856;Czy w tej sytuacji wolno Ci kontynuować jazdę na wprost prawym skrajnym pasem ruchu?;1596ztV_2.wmv;1;1;6789
2857;Czy w tej sytuacji masz obowiązek umożliwić pasażerom opuszczenie tramwaju, który zatrzymał się na przystanku?;1597ztV_2.wmv;3;1;6791
2858;Czy w tej sytuacji wolno Ci kontynuować jazdę przez skrzyżowanie?;1599ztV_2.wmv;3;1;6793
2859;Czy widoczny znak oznacza zakaz ruchu pojazdów, których wysokość (również z ładunkiem) jest większa od 3 metrów?;1637ztV_2.wmv;3;1;6795
2860;Czy za widocznym znakiem wolno Ci unieruchomić pojazd na dłużej niż 1 minutę?;1639ztV_2.wmv;3;1;6798
2861;Czy w tej sytuacji postój samochodu osobowego kołami jednego boku na chodniku 2 metry przed tym znakiem jest dozwolony?;1639ztV_2.wmv;2;1;6800
2862;Czy w tej sytuacji masz obowiązek użyć sygnału dźwiękowego w celu ostrzeżenia dzieci, aby nie wbiegały na jezdnie?;1640ztV_2.wmv;3;1;6802
2863;Czy w tej sytuacji masz obowiązek zatrzymać się dokładnie przed przejściem dla pieszych?;1641ztV_2.wmv;3;1;6804
2864;Kierujesz samochodem osobowym z przymocowanymi rowerami na dachu o łącznej wysokości 2,6 metra. Czy możesz bezpiecznie dla ładunku kontynuować jazdę na wprost?;1643ztV_2.wmv;3;1;6806
2865;Czy zmieniając pas ruchu nieoznaczony znakami drogowymi jesteś zwolniony z sygnalizowania tego manewru odpowiednim kierunkowskazem?;1644ztV_2.wmv;2;1;6808
2866;Czy w tej sytuacji należy zachować szczególną ostrożność?;1645ztV_2.wmv;3;1;6809
2867;Czy ten znak ostrzega o zbliżaniu się do skrzyżowania z jednokierunkową drogą podporządkowaną, której wlot znajduje się po lewej stronie?;1646ztV_2.wmv;1;1;6812
2868;Czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną znajdującą się po lewej stronie?;1646ztV_2.wmv;1;1;6813
2869;Czy w przedstawionej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną?;1646ztV_2.wmv;1;1;6815
2870;Czy w tej sytuacji skręcając w prawo masz obowiązek sygnalizować ten manewr kierunkowskazem?;1647ztV_2.wmv;2;1;6817
2871;Zamierzasz skręcić w prawo do bramy. Czy masz obowiązek ustąpić pierwszeństwa pieszemu?;1651ztV_2.wmv;2;1;6819
2872;Czy w tej sytuacji należy zachować szczególną ostrożność?;1658ztV_2.wmv;2;1;6821
2873;Kierujesz pojazdem z instalacją gazową LPG. Czy widoczny znak po prawej nakazuje Ci skręcić w prawo za 150 metrów?;1661ztV_2.wmv;1;1;6824
2874;Czy ten znak ostrzega o zbliżaniu się do obiektów z materiałami niebezpiecznymi?;1661ztV_2.wmv;1;1;6826
2875;Czy ten znak dotyczy pojazdów z materiałami wybuchowymi lub łatwo zapalnymi?;1661ztV_2.wmv;1;1;6827
2876;Czy w tej sytuacji wolno Ci zmienić pas ruchu na prawy?;1662ztV_2.wmv;1;1;6829
2877;Czy w tej sytuacji wjeżdżając do tunelu musisz utrzymywać odstęp od poprzedzającego pojazdu nie mniejszy niż 100 metrów?;1663ztV_2.wmv;2;1;6832
2878;Czy w tej sytuacji zbliżasz się do skrzyżowania z drogą jednokierunkową podporządkowaną znajdującą się po prawej stronie?;1664ztV_2.wmv;2;1;6833
2879;Czy wolno Ci w tej sytuacji używać świateł drogowych?;1667ztV_2.wmv;1;1;6836
2880;Czy w tej sytuacji sygnał żółty migający zezwala na wjazd za sygnalizator?;1668ztV_2.wmv;3;1;6837
2881;Czy w tej sytuacji należy zachować szczególną ostrożność?;1668ztV_2.wmv;3;1;6839
2882;Zamierzasz skręcić w prawo na skrzyżowaniu. Czy musisz sygnalizować ten manewr prawym kierunkowskazem?;1669ztV_2.wmv;2;1;6841
2883;"Czy znak ""Nakaz jazdy prosto"" obowiązuje na najbliższym skrzyżowaniu lub w miejscu, gdzie występuje możliwość zmiany kierunku jazdy?";1670ztV_2.wmv;3;1;6843
2884;Czy w tej sytuacji wyjeżdżasz ze strefy zamieszkania?;1671ztV_2.wmv;1;1;6846
2885;Czy za tym znakiem wolno Ci poruszać się z dowolną prędkością?;1671ztV_2.wmv;1;1;6848
2886;Czy w tej sytuacji wjeżdżasz na obszar zabudowany?;1671ztV_2.wmv;1;1;6850
2887;Czy w tej sytuacji masz obowiązek użyć sygnału dźwiękowego, aby ostrzec dzieci, że zbliżasz się do przejścia?;1674ztV_2.wmv;1;1;6852
2888;Czy w tej sytuacji wolno Ci zatrzymać samochód osobowy kołami jednego boku na chodniku po prawej stronie jezdni?;1675ztV_2.wmv;3;1;6854
2889;Czy w tej sytuacji wolno Ci się zatrzymać przy lewej krawędzi jezdni?;1675ztV_2.wmv;2;1;6855
2890;Czy widoczny znak wskazuje pasy ruchu przeznaczone do jazdy w podanych kierunkach?;1676ztV_2.wmv;1;1;6857
2891;Czy w tej sytuacji wolno Ci zawrócić?;1676ztV_2.wmv;1;1;6860
2892;Czy na najbliższym skrzyżowaniu wolno Ci skręcić w lewo?;1677ztV_2.wmv;1;1;6861
2893;Czy ten znak oznacza koniec drogi z pierwszeństwem?;1678ztV_2.wmv;1;1;6864
2894;Czy w tej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną?;1678ztV_2.wmv;1;1;6865
2895;Czy w tej sytuacji zbliżasz się do przejazdu kolejowego?;1679ztV_2.wmv;2;1;6868
2896;Czy w tej sytuacji należy się zatrzymać przed sygnalizatorem jeśli nie wymaga to gwałtownego hamowania?;1680ztV_2.wmv;3;1;6869
2897;Czy w tej sytuacji następnym sygnałem dla pasa ruchu, którym się poruszasz będzie sygnał czerwony?;1680ztV_2.wmv;3;1;6871
2898;Czy widoczna pod znakiem ostrzegawczym tabliczka wskazuje układ torów i drogi na przejeździe tramwajowym?;1681ztV_2.wmv;1;1;6873
2899;Czy w tej sytuacji należy zachować szczególną ostrożność?;1681ztV_2.wmv;1;1;6875
2900;Czy w tej sytuacji wolno Ci skręcić w prawo bez zatrzymania się przed sygnalizatorem?;1683ztV_2.wmv;3;1;6878
2901;Czy w tej sytuacji wolno Ci skręcić w prawo zanim pieszy wejdzie na zajmowany przez Ciebie pas ruchu?;1683ztV_2.wmv;3;1;6880
2902;Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał zielony?;1684ztV_2.wmv;3;1;6882
2903;Czy sygnał żółty migający oznacza, że za chwilę zapali się sygnał czerwony?;1684ztV_2.wmv;3;1;6884
2904;Czy w tej sytuacji ograniczenie prędkości dotyczy tylko skrajnego prawego pasa ruchu?;1686ztV_2.wmv;1;1;6886
2905;Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek sygnalizować ten manewr lewym kierunkowskazem?;1687ztV_2.wmv;1;1;6887
2906;Czy w tej sytuacji należy zachować szczególną ostrożność?;1688ztV_2.wmv;2;1;6889
2907;Czy w tej sytuacji zbliżasz się do przejścia dla pieszych, które jest szczególnie uczęszczane przez dzieci?;1689ztV_2.wmv;1;1;6891
2908;Czy w tej sytuacji należy zachować szczególną ostrożność mimo, że w okolicy przejścia nie widać pieszych?;1689ztV_2.wmv;1;1;6893
2909;Czy przed tak oznakowanym przejściem dla pieszych należy zawsze się zatrzymać?;1689ztV_2.wmv;1;1;6896
2910;Czy w tej sytuacji zbliżasz się do stacji obsługi technicznej?;1690ztV_2.wmv;1;1;6897
2911;Czy w tej sytuacji wolno Ci jeszcze zmienić pas ruchu na lewy?;1691ztV_2.wmv;1;1;6899
2912;Czy w tej sytuacji wolno Ci się zatrzymać przy prawej krawędzi jezdni?;1691ztV_2.wmv;2;1;6902
2913;Poruszasz się autostradą i zamierzasz ją opuścić. Czy hamowanie rozpoczniesz po wjeździe na pas wyłączenia (zjazdu)?;1691ztV_2.wmv;2;1;6903
2914;Czy w tej sytuacji wolno Ci zmienić pas na lewy?;1694ztV_2.wmv;1;1;6906
2915;Czy w tej sytuacji wolno Ci się zatrzymać przy żółtej linii po prawej?;1694ztV_2.wmv;1;1;6908
2916;Czy wolno Ci rozpocząć wyprzedzanie pod wiaduktem?;1697ztV_2.wmv;3;1;6909
2917;Czy w tej sytuacji wolno Ci kontynuować jazdę zajmowanym pasem, jeżeli dwa pasy po prawej są wolne?;1698ztV_2.wmv;1;1;6911
2918;Czy w tej sytuacji wolno Ci jeszcze zmienić pas na prawy?;1698ztV_2.wmv;1;1;6913
2919;Czy na autostradzie wolno Ci poruszać się dowolnym pasem ruchu niezależnie od sytuacji na drodze?;1699ztV_2.wmv;2;1;6916
2920;Czy w tej sytuacji jesteś informowany o zbliżaniu się do punktu poboru opłat za przejazd autostradą?;1700ztV_2.wmv;1;1;6918
2921;Zamierzasz zjechać z autostrady w kierunku Pruszkowa. Czy powinieneś zmienić pas ruchu na prawy?;1701ztV_2.wmv;1;1;6919
2922;Czy w tej sytuacji znaki informują Cię o końcu pasa ruchu po prawej stronie jezdni?;1703ztV_2.wmv;1;1;6922
2923;Czy w tej sytuacji znaki informują Cię o końcu pasa ruchu po lewej stronie jezdni?;1703ztV_2.wmv;1;1;6923
2924;Czy w tej sytuacji znaki informują Cię o końcu drogi ekspresowej?;1704ztV_2.wmv;1;1;6925
2925;Poruszasz się z prędkością 110 km/h. Czy w tej sytuacji masz obowiązek zmniejszyć prędkość?;1704ztV_2.wmv;2;1;6928
2926;Czy w tej sytuacji ograniczenie prędkości 90 km/h dotyczy tylko jednego skrajnego prawego pasa ruchu?;1709ztV_2.wmv;3;1;6930
2927;Czy w tej sytuacji wolno Ci jeszcze zmienić pas ruchu na prawy?;1710ztV_2.wmv;2;1;6932
2928;Kierujesz samochodem osobowym. Czy w tej sytuacji za widocznym znakiem wolno Ci wyprzedzać?;1712ztV_2.wmv;3;1;6933
2929;Czy w tej sytuacji wolno Ci kontynuować jazdę środkowym pasem ruchu?;1715ztV_2.wmv;1;1;6935
2930;Czy w tej sytuacji należy sygnalizować manewr wyprzedzania odpowiednim kierunkowskazem?;1716ztV_2.wmv;3;1;6937
2931;Czy w tej sytuacji należy zatrzymać się przed sygnalizatorem?;1717ztV_2.wmv;2;1;6940
2932;Czy w tej sytuacji należy sygnalizować zamiar zmiany pasa prawym kierunkowskazem?;1718ztV_2.wmv;2;1;6941
2933;Czy w tej sytuacji wjeżdżasz na autostradę?;1719ztV_2.wmv;1;1;6944
2934;"Czy w przedstawionej sytuacji kierujący pojazdami koloru czerwonego i zielonego zgodnie z przepisami umożliwiają przejazd pojazdu uprzywilejowanego tworząc tzw. ""korytarz życia"" ?";W11 korytarz  z 005.jpg;2;1;6946
2935;Czy w przedstawionej sytuacji kierujący zespołem pojazdów nr 1 zachował się właściwie?;W11 korytarz z 003n.jpg;2;1;6947
2936;"Czy w przedstawionej sytuacji kierujący pojazdami zgodnie z przepisami umożliwili swobodny przejazd pojazdu uprzywilejowanego, tworząc tzw. ""korytarz życia"" ?";W11 korytarz  z 001.jpg;2;1;6949
2937;Czy w tej sytuacji bezpośrednio za pojazdem uprzywilejowanym dozwolone jest poruszanie się dowolnych pojazdów?;W11 korytarz z 002n.jpg;2;1;6952
2938;Czy w warunkach znacznego zmniejszenia prędkości na jezdni kierujący pojazdem nr 3 przejeżdża przed pojazdem nr 2?;W11 suwak z 001n.jpg;2;1;6954
2939;Czy w warunkach  znacznego zmniejszenia prędkości na jezdni kierujący pojazdem nr 2 przejeżdża przed pojazdem nr 3?;W11 suwak z 001n.jpg;2;1;6955
2940;Czy w warunkach znacznego zmniejszenia prędkości na jezdni kierujący pojazdem nr 3 przejeżdża przed pojazdem nr 2?;W11 suwak z 002n.jpg;2;1;6958
2941;Czy w warunkach znacznego zmniejszenia prędkości na jezdni kierujący pojazdem nr 3 ma obowiązek umożliwić kierującemu pojazdem nr 2 zmianę pasa ruchu?;W11 suwak z 002n.jpg;2;1;6959
2942;Czy w warunkach znacznego zmniejszenia prędkości na jezdni kierujący pojazdem nr 4 przejeżdża przed kierującym pojazdem nr 2?;W11 suwak z 003n.jpg;2;1;6962
2943;Czy kierujący zespołem pojazdów, który zatrzymał się na środku tej jezdni, zachował się prawidłowo wobec kierującego pojazdem uprzywilejowanym straży pożarnej  ?;W10_korytarz_202.jpg;2;1;6964
2944;"Czy kierujący pojazdami utworzyli prawidłowo ""korytarz życia"" w celu umożliwienia swobodnego przejazdu pojazdu uprzywilejowanego ?";W10_korytarz_205.jpg;2;1;6965
2945;Czy kierujący pojazdami w sposób właściwy umożliwili swobodny przejazd pojazdu uprzywilejowanego?;W10_korytarz_204.jpg;2;1;6968
2946; Czy wszyscy kierujący w sposób właściwy zapewniają swobodny przejazd pojazdu uprzywilejowanego ?;W10_korytarz_203.jpg;2;1;6970
2947;Czy z drogi przejazdu pojazdu uprzywilejowanego utworzonej w sposób przedstawiony na zdjęciu może skorzystać  kierujący pojazdem pomocy drogowej biorący udział w akcji ratowniczej ?;W10_korytarz_201.jpg;2;1;6971
2948;Czy kierujący jadący lewym pasem ruchu ciągnikiem siodłowym z cysterną ma obowiązek już w tym miejscu umożliwić pojazdowi jadącemu przed Tobą zmianę pasa ruchu na sąsiedni?;W11_suwak_307.jpg;2;1;6974
2949;Czy kierujący pojazdem poruszający się sąsiednim pasem ruchu jest obowiązany bezpośrednio przed miejscem zanikania pasa ruchu umożliwić pojazdowi jadącemu przed Tobą zmianę pasa ruchu na prawy?;W11_suwak_304.jpg;2;1;6975
2950;Czy w tej sytuacji kierujący pojazdem poruszającym się prawym pasem ruchu jest obowiązany umożliwić tobie   zmianę pasa ruchu ?;W11_suwak_302.jpg;2;1;6977
2951;Czy kierujący poruszający się prawym pasem ruchu jest obowiązany umożliwić już w tym miejscu zmianę pasa ruchu pojazdowi jadącemu przed Tobą?;W11_suwak_306.jpg;2;1;6980
2952;Czy kierujący pojazdem poruszającym się prawym pasem ruchu po ominięciu tego znaku ma obowiązek umożliwić Tobie zmianę pasa ruchu ?;W11_suwak_303.jpg;2;1;6982
2953;Czy kierujący pojazdem koloru białego znajdujący się na lewym pasie ruchu w sposób właściwy umożliwia przejazd pojazdu uprzywilejowanego ?;w11korytarz zycia_001.wmv;2;1;6983
2954;"Czy pokazana sytuacja przedstawia poprawnie utworzony ""korytarz życia""?";w11korytarz zycia 002.wmv;2;1;6985
2955;Czy w przedstawionej sytuacji żółty pojazd pomocy drogowej biorący udział w akcji ratowniczej może poruszać się po drodze przejazdu pojazdu uprzywilejowanego ?;w11korytarz zycia_001.wmv;2;1;6987
2956;Czy w tej sytuacji kierujący pojazdem nr 1 ma obowiązek zjechać jak najbliżej lewej krawędzi pasa ruchu?;W11-korytarz-004.wmv;2;1;6989
2957;Czy w tej sytuacji kierujący pojazdem nr 1 ma obowiązek usunąć się z drogi przejazdu pojazdu uprzywilejowanego ?;W11-korytarz-005.wmv;2;1;6991
2958;Czy w tej sytuacji kierujący pojazdem nr 1 ma obowiązek zjechać w prawo ?;W11-korytarz-005.wmv;2;1;6993
2959;Czy w tej sytuacji, w warunkach znacznego zmniejszenia prędkości na jezdni, pojazd koloru białego poruszający się prawym pasem może wjechać na sąsiedni pas ruchu ?;W11-suwak-001.wmv;2;1;6995
2960;Czy w tej sytuacji, w warunkach znacznego zmniejszenia prędkości na jezdni, masz obowiązek umożliwić wjazd pojazdowi ciężarowemu z przyczepą?;W11-suwak-002.wmv;2;1;6997
2961;Czy w przedstawionej sytuacji masz prawo liczyć, że poruszający się obok pojazd umożliwi tobie zmianę pasa ruchu?;w11 suwak 003.wmv;2;1;6999
2962;Czy kierujący pojazdem nr 1 ma obowiązek umożliwić zmianę pasa ruchu pojazdowi nr 2?;W11-suwak-004.wmv;2;1;7002
2963;Czy w tej sytuacji kierujący pojazdem nr 1 ma obowiązek umożliwić zmianę pasa ruchu kierującemu pojazdem nr 2?;W11-suwak-005.wmv;2;1;7003
2964;"Czy kierujący tymi pojazdami umożliwili swobodny przejazd pojazdom uprzywilejowanym tworząc tzw. ""korytarz życia""?";w10_korytarz_208.wmv;2;1;7005
2965;Czy kierujący pojazdem ciężarowym, zatrzymując się w tym miejscu postąpił zgodnie z obowiązującymi przepisami ?;w10_korytarz_209.wmv;2;1;7008
2966;Czy kierujący pojazdami w sposób zgodny z obowiązującymi przepisami usunęli się z drogi przejazdu pojazdu uprzywilejowanego ?;w10_korytarz_210.wmv;2;1;7010
